Symbol;Price;Change24;Max24;Min24;Volume24
OXTUSDT;0.37800000;-0.474;0.38490000;0.36380000;1369432.25380000
OXTUSDT;0.37800000;-0.474;0.38490000;0.36380000;1369432.25380000
OXTUSDT;0.37800000;-0.474;0.38490000;0.36380000;1369432.25380000
OXTUSDT;0.37800000;-0.474;0.38490000;0.36380000;1369432.25380000
OXTUSDT;0.37800000;-0.474;0.38490000;0.36380000;1369432.25380000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37800000;-0.500;0.38490000;0.36380000;1369308.43900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369322.02900000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369272.26210000
OXTUSDT;0.37750000;-0.632;0.38490000;0.36380000;1369272.26210000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1369125.24080000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1369125.24080000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1369125.24080000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1369125.24080000
OXTUSDT;0.37750000;-0.658;0.38490000;0.36380000;1369113.08720000
OXTUSDT;0.37750000;-0.658;0.38490000;0.36380000;1369113.08720000
OXTUSDT;0.37750000;-0.658;0.38490000;0.36380000;1369113.08720000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1368975.46730000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1368975.46730000
OXTUSDT;0.37750000;-0.606;0.38490000;0.36380000;1368975.46730000
OXTUSDT;0.37750000;-0.710;0.38490000;0.36380000;1368970.46780000
OXTUSDT;0.37750000;-0.710;0.38490000;0.36380000;1368970.46780000
OXTUSDT;0.37750000;-0.710;0.38490000;0.36380000;1368984.81280000
OXTUSDT;0.37750000;-0.710;0.38490000;0.36380000;1368984.81280000
OXTUSDT;0.37750000;-0.710;0.38490000;0.36380000;1368984.81280000
OXTUSDT;0.37780000;-0.710;0.38490000;0.36380000;1369121.49240000
OXTUSDT;0.37780000;-0.710;0.38490000;0.36380000;1369121.49240000
OXTUSDT;0.37780000;-0.553;0.38490000;0.36380000;1367744.59230000
OXTUSDT;0.37780000;-0.553;0.38490000;0.36380000;1367744.59230000
OXTUSDT;0.37780000;-0.553;0.38490000;0.36380000;1367744.59230000
OXTUSDT;0.37780000;-0.553;0.38490000;0.36380000;1367744.59230000
OXTUSDT;0.37750000;-0.553;0.38490000;0.36380000;1367744.59230000
OXTUSDT;0.37750000;-0.867;0.38490000;0.36380000;1369037.81130000
OXTUSDT;0.37750000;-0.867;0.38490000;0.36380000;1369050.64630000
OXTUSDT;0.37750000;-0.867;0.38490000;0.36380000;1369050.64630000
OXTUSDT;0.37750000;-0.867;0.38490000;0.36380000;1369050.64630000
